# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "locus_tag" "-a" "reference/S_aureus.gff" "-o" "counts/count.txt" "IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam
SAOUHSC_00306	NC_007795.1	320409	321209	+	801	20	8	16	17	21	2	92
SAOUHSC_00307	NC_007795.1	321199	322143	+	945	15	2	10	29	10	35	123
SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	2	0	0	14	7	6	31
SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	8	2	13	6	5	8	2
SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	132	14	108	130	98	24	692
SAOUHSC_00311	NC_007795.1	325937	326221	-	285	13	4	28	9	6	0	133
SAOUHSC_00312	NC_007795.1	326223	326666	-	444	4	0	0	2	6	2	62
SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	16	0	2	12	49	20	156
SAOUHSC_00314	NC_007795.1	328838	329257	+	420	14	4	3	0	0	0	14
SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	0	2	4	0	3	2	13
SAOUHSC_00316	NC_007795.1	330823	331263	+	441	0	2	0	0	1	2	2
SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	42	2	72	26	38	26	140
SAOUHSC_00318	NC_007795.1	333012	333938	+	927	130	122	72	259	1330	1037	545
SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	3347	1894	476	7273	10853	1740	8760
SAOUHSC_00320	NC_007795.1	335027	335593	+	567	45	52	63	34	100	43	870
SAOUHSC_00322	NC_007795.1	335653	336648	-	996	10	2	0	6	5	6	43
SAOUHSC_00323	NC_007795.1	336647	337054	+	408	28	0	17	8	3	2	10
SAOUHSC_00324	NC_007795.1	337067	337612	+	546	38	1	0	1	35	4	2
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	0	1	0	1	0	0	1
SAOUHSC_00326	NC_007795.1	338731	339960	+	1230	16	6	0	5	2	0	16
SAOUHSC_00327	NC_007795.1	339971	341653	+	1683	6	0	15	3	2	2	6
SAOUHSC_00328	NC_007795.1	341746	342402	-	657	12	12	32	1	4	23	85
SAOUHSC_00329	NC_007795.1	342464	342688	-	225	9	0	17	0	0	2	14
SAOUHSC_00330	NC_007795.1	342788	343177	-	390	24	4	0	2	0	14	5
SAOUHSC_00331	NC_007795.1	343418	343621	+	204	12	0	0	0	0	0	0
SAOUHSC_00332	NC_007795.1	343618	344331	+	714	16	0	104	8	2	11	18
SAOUHSC_00333	NC_007795.1	344356	345198	+	843	62	5	441	10	5	15	30
SAOUHSC_00334	NC_007795.1	345198	345827	+	630	560	17	2655	54	56	86	479
SAOUHSC_00335	NC_007795.1	346194	347327	-	1134	2	0	38	6	8	2	2
SAOUHSC_00336	NC_007795.1	347866	349047	+	1182	98	60	127	542	233	40	360
SAOUHSC_00337	NC_007795.1	349130	349882	-	753	33	16	10	35	11	7	80
SAOUHSC_00338	NC_007795.1	349925	352153	-	2229	39	9	20	14	23	10	110
SAOUHSC_00339	NC_007795.1	352150	353991	-	1842	14	0	38	35	18	7	61
SAOUHSC_00340	NC_007795.1	353960	355120	-	1161	4	0	0	14	9	6	39
SAOUHSC_00341	NC_007795.1	355117	356220	-	1104	23	0	0	10	2	5	25
SAOUHSC_00342	NC_007795.1	356884	357729	+	846	11	12	4	2	4	2	3
SAOUHSC_00344	NC_007795.1	357886	358767	+	882	20	11	5	0	0	4	0
SAOUHSC_00345	NC_007795.1	358797	359000	+	204	0	0	10	0	0	4	0
SAOUHSC_00346	NC_007795.1	359012	360109	+	1098	33	10	50	14	3	30	51
SAOUHSC_00347	NC_007795.1	360195	360386	-	192	60	8	25	3	14	19	4
SAOUHSC_00348	NC_007795.1	360630	360926	+	297	4006	476	898	3836	2384	2123	7681
SAOUHSC_00349	NC_007795.1	360947	361450	+	504	1316	222	294	1163	914	590	2978
SAOUHSC_00350	NC_007795.1	361502	361744	+	243	7	0	8	0	2	7	75
SAOUHSC_00351	NC_007795.1	362010	362948	-	939	0	8	5	6	9	6	2
SAOUHSC_00352	NC_007795.1	362987	363298	-	312	0	0	0	0	0	2	0
SAOUHSC_00353	NC_007795.1	363376	363534	-	159	0	0	1	0	0	0	0
SAOUHSC_00354	NC_007795.1	363894	364505	+	612	2	1	2	1	2	0	2
SAOUHSC_00355	NC_007795.1	364874	365242	+	369	0	0	3	0	0	0	0
SAOUHSC_00356	NC_007795.1	365423	365995	+	573	8	9	42	10	10	0	11
SAOUHSC_00357	NC_007795.1	366133	366396	-	264	4	1	42	4	1	2	77
SAOUHSC_00358	NC_007795.1	366696	366947	+	252	4	14	28	446	114	2	46
SAOUHSC_A00354	NC_007795.1	366986	367195	-	210	0	0	0	0	0	0	0
SAOUHSC_00359	NC_007795.1	367373	367954	+	582	51	17	25	17	21	13	89
SAOUHSC_00360	NC_007795.1	368020	368403	-	384	43	15	37	25	23	6	235
SAOUHSC_00362	NC_007795.1	368658	369284	-	627	148	0	11	5	10	91	35
SAOUHSC_00363	NC_007795.1	369357	369650	-	294	13	0	17	1	0	11	0
SAOUHSC_00364	NC_007795.1	369729	371252	-	1524	72954	8271	14458	48488	28402	29098	77085
SAOUHSC_00365	NC_007795.1	371268	371837	-	570	2485	104	146	1053	785	526	2488
SAOUHSC_00366	NC_007795.1	372329	373084	+	756	1381	285	142	590	656	374	674
SAOUHSC_00367	NC_007795.1	373165	374553	-	1389	2185	219	108	2304	1072	750	3212
SAOUHSC_00368	NC_007795.1	374638	374739	+	102	13	0	0	0	0	0	0
SAOUHSC_00369	NC_007795.1	375530	376486	-	957	76	10	11	40	56	42	207
SAOUHSC_00370	NC_007795.1	376604	377266	-	663	17	6	40	0	17	14	50
SAOUHSC_00371	NC_007795.1	377409	377816	-	408	1776	70	24	270	348	652	1026
SAOUHSC_00372	NC_007795.1	378329	378907	+	579	12	5	8	4	7	9	41
SAOUHSC_00373	NC_007795.1	378907	380175	+	1269	56	14	53	232	64	54	131
SAOUHSC_00374	NC_007795.1	380213	381679	+	1467	277	34	104	70	241	246	1340
SAOUHSC_00375	NC_007795.1	381704	383245	+	1542	351	36	99	47	184	214	1256
SAOUHSC_00376	NC_007795.1	383358	383894	-	537	0	0	25	0	1	0	8
SAOUHSC_00377	NC_007795.1	384287	384991	-	705	0	1	5	0	0	1	0
SAOUHSC_00378	NC_007795.1	385390	385662	-	273	0	0	4	0	0	2	4
SAOUHSC_00381a	NC_007795.1	385923	386075	-	153	0	0	0	0	0	0	0
SAOUHSC_00381	NC_007795.1	386599	386958	-	360	315	0	110	21	40	48	270
SAOUHSC_00382	NC_007795.1	386977	387822	-	846	598	82	301	298	389	490	1240
SAOUHSC_00383	NC_007795.1	388294	388974	+	681	5	8	0	0	0	2	0
SAOUHSC_00384	NC_007795.1	389260	389955	+	696	6	2	2	1	0	0	2
SAOUHSC_00386	NC_007795.1	390246	391316	+	1071	6	4	0	0	6	1	10
SAOUHSC_00387	NC_007795.1	391435	391572	+	138	7	0	0	0	1	0	0
SAOUHSC_00389	NC_007795.1	391681	392607	+	927	6	0	0	0	1	2	1
SAOUHSC_00390	NC_007795.1	392971	393675	+	705	0	0	0	0	0	0	1
SAOUHSC_00391	NC_007795.1	394121	394816	+	696	0	0	0	0	0	1	0
SAOUHSC_00392	NC_007795.1	395237	395932	+	696	0	0	1	2	1	0	1
SAOUHSC_00393	NC_007795.1	396276	396974	+	699	2	0	0	0	0	0	0
SAOUHSC_00394	NC_007795.1	397354	398052	+	699	2	0	0	2	6	1	2
SAOUHSC_00395	NC_007795.1	398418	399101	+	684	7	0	1	0	0	1	0
SAOUHSC_00396	NC_007795.1	399186	399287	-	102	2	0	0	0	0	3	0
SAOUHSC_00397	NC_007795.1	399449	400921	+	1473	28	1	0	1	2	15	34
SAOUHSC_00398	NC_007795.1	400914	402125	+	1212	2	10	1	8	3	1	6
SAOUHSC_00399	NC_007795.1	402508	403185	+	678	0	0	0	0	0	0	1
SAOUHSC_00400	NC_007795.1	403207	404715	+	1509	0	2	3	0	1	0	4
SAOUHSC_00401	NC_007795.1	404819	405127	-	309	2646	84	77	340	563	1940	3587
SAOUHSC_00402	NC_007795.1	405465	406283	+	819	14	4	0	0	8	2	1
SAOUHSC_00404	NC_007795.1	406302	407087	+	786	1	0	0	0	2	2	0
SAOUHSC_00405	NC_007795.1	407345	408082	+	738	2	0	0	0	0	0	1
SAOUHSC_00406	NC_007795.1	408072	409400	+	1329	14	0	4	4	2	1	21
SAOUHSC_00407	NC_007795.1	409397	409720	+	324	0	1	1	0	0	0	1
SAOUHSC_00408	NC_007795.1	409739	410053	+	315	10	0	4	1	0	1	2
SAOUHSC_00409	NC_007795.1	410343	410603	-	261	6	3	20	2	3	2	13
SAOUHSC_00410	NC_007795.1	410722	411924	+	1203	2	0	10	0	14	0	110
SAOUHSC_00411	NC_007795.1	412193	412321	+	129	1	0	1	0	3	0	0
SAOUHSC_00412	NC_007795.1	413512	414996	+	1485	449	130	203	154	319	205	772
SAOUHSC_00413	NC_007795.1	415009	417714	+	2706	4570	518	894	939	1183	1431	4344
SAOUHSC_00414	NC_007795.1	417876	418238	+	363	48	44	94	35	74	54	237
SAOUHSC_00415	NC_007795.1	418467	418883	-	417	32	56	8	12	40	0	6
SAOUHSC_00416	NC_007795.1	418921	419595	+	675	5	24	48	17	30	55	146
SAOUHSC_00417	NC_007795.1	419632	420366	+	735	138	12	34	9	32	42	36
SAOUHSC_00418	NC_007795.1	420544	420657	+	114	0	1	0	0	0	0	0
SAOUHSC_00420	NC_007795.1	420822	422159	+	1338	16	14	68	6	10	1	132
SAOUHSC_00421	NC_007795.1	422376	423290	+	915	14	0	1	1	3	8	27
SAOUHSC_00422	NC_007795.1	423274	424416	+	1143	8	7	33	18	12	7	35
SAOUHSC_00423	NC_007795.1	424710	425735	+	1026	17	2	0	0	7	1	21
SAOUHSC_00424	NC_007795.1	425739	426398	+	660	0	4	7	0	4	3	9
SAOUHSC_00426	NC_007795.1	426435	427277	+	843	8	5	0	0	1	3	5
SAOUHSC_00427	NC_007795.1	427609	428613	+	1005	717	130	19	1440	1142	470	1477
SAOUHSC_00428	NC_007795.1	428798	429067	-	270	0	0	2	4	0	0	3
SAOUHSC_00429	NC_007795.1	429216	429611	+	396	114	14	60	7	45	36	27
SAOUHSC_00430	NC_007795.1	429601	430086	+	486	122	24	57	7	50	28	22
SAOUHSC_00431	NC_007795.1	430255	431037	-	783	42	0	42	0	7	9	43
SAOUHSC_00433	NC_007795.1	431034	432152	-	1119	80	13	18	11	11	7	74
SAOUHSC_00434	NC_007795.1	432267	433151	-	885	4	7	0	5	19	8	27
SAOUHSC_00435	NC_007795.1	433332	437831	+	4500	274	58	142	80	561	186	795
SAOUHSC_00436	NC_007795.1	437849	439312	+	1464	197	33	99	60	486	170	232
SAOUHSC_T00048	NC_007795.1	439581	439673	+	93	1	0	0	0	0	0	1
SAOUHSC_00437	NC_007795.1	440144	441571	+	1428	1869	4	197	202	144	139	957
SAOUHSC_00438	NC_007795.1	441635	443275	+	1641	423	24	40	166	67	104	219
SAOUHSC_00439	NC_007795.1	443300	444028	+	729	91	10	79	64	22	28	85
SAOUHSC_00440	NC_007795.1	444428	444529	+	102	67	5	6	8	16	17	2
SAOUHSC_00441	NC_007795.1	444667	445191	+	525	23	0	45	7	22	8	14
SAOUHSC_00442	NC_007795.1	445284	446957	+	1674	1032	134	370	308	370	285	1175
SAOUHSC_00444	NC_007795.1	447047	447364	+	318	112	7	59	52	86	33	392
SAOUHSC_00445	NC_007795.1	447371	447967	+	597	259	10	104	88	124	66	641
SAOUHSC_00446	NC_007795.1	448172	448270	+	99	0	0	0	0	0	0	0
SAOUHSC_R0001	NC_007795.1	448819	450374	+	1556	1	5	6	21	9	1	7
SAOUHSC_R0006	NC_007795.1	450739	453661	+	2923	19	2	10	346	407	3	5
SAOUHSC_R00011	NC_007795.1	453734	453847	+	114	0	0	1	0	1	0	0
SAOUHSC_00450	NC_007795.1	454730	456067	+	1338	18	4	8	21	8	27	91
SAOUHSC_00451	NC_007795.1	456069	456686	+	618	12	3	10	7	34	6	20
SAOUHSC_00452	NC_007795.1	456714	457043	+	330	2672	412	466	1278	901	448	2840
SAOUHSC_00454	NC_007795.1	457344	458183	+	840	14	5	14	9	19	23	45
SAOUHSC_00455	NC_007795.1	458184	458987	+	804	105	19	13	38	67	10	243
SAOUHSC_00456	NC_007795.1	459004	459351	+	348	32	3	32	20	25	2	30
SAOUHSC_00457	NC_007795.1	459625	460350	+	726	18	2	5	0	4	0	10
SAOUHSC_00458	NC_007795.1	460343	460591	+	249	0	0	3	1	0	0	1
SAOUHSC_00459	NC_007795.1	460593	461432	+	840	8	0	0	0	0	2	10
SAOUHSC_00461	NC_007795.1	461717	463690	+	1974	181	68	159	84	112	59	460
SAOUHSC_00462	NC_007795.1	463721	464494	+	774	68	42	60	89	122	50	553
SAOUHSC_00463	NC_007795.1	464661	465197	+	537	6	0	5	2	14	1	22
SAOUHSC_00464	NC_007795.1	465208	466101	+	894	28	2	6	2	27	37	27
SAOUHSC_00465	NC_007795.1	466201	466464	+	264	166	70	96	43	38	50	326
SAOUHSC_00466	NC_007795.1	466774	467622	+	849	143	14	1	10	80	18	197
SAOUHSC_00467	NC_007795.1	467636	468460	+	825	709	211	250	255	270	200	653
SAOUHSC_00468	NC_007795.1	468477	468857	+	381	2767	630	770	1489	1038	1180	4443
SAOUHSC_00469	NC_007795.1	468929	469231	+	303	984	130	168	346	268	221	583
SAOUHSC_00470	NC_007795.1	469421	469552	+	132	0	2	14	0	1	8	4
SAOUHSC_00471	NC_007795.1	469575	470927	+	1353	1065	182	417	697	669	491	1455
SAOUHSC_00472	NC_007795.1	471074	472039	+	966	675	77	70	516	279	304	1289
SAOUHSC_00473	NC_007795.1	472097	472207	-	111	11	16	0	37	22	9	8
SAOUHSC_00474	NC_007795.1	472189	472842	+	654	469	188	230	333	154	134	639
SAOUHSC_00475	NC_007795.1	473153	473725	+	573	38	0	0	4	18	5	145
SAOUHSC_00477	NC_007795.1	473725	477231	+	3507	153	40	68	35	65	39	342
SAOUHSC_00479	NC_007795.1	477221	478747	+	1527	333	80	108	103	161	157	302
SAOUHSC_00480	NC_007795.1	478747	479940	+	1194	288	22	155	76	124	86	379
SAOUHSC_00481	NC_007795.1	479937	480200	+	264	56	2	37	24	43	84	60
SAOUHSC_00482	NC_007795.1	480218	480610	+	393	144	2	74	52	99	110	202
SAOUHSC_00483	NC_007795.1	480715	481116	+	402	100	78	349	14	60	72	98
SAOUHSC_00484	NC_007795.1	481296	482591	+	1296	3	0	26	0	7	13	66
SAOUHSC_00485	NC_007795.1	482596	483135	+	540	2	0	26	0	14	19	44
SAOUHSC_00486	NC_007795.1	483392	485485	+	2094	1992	274	724	1123	1462	1062	2326
SAOUHSC_00487	NC_007795.1	485714	486595	+	882	43	15	7	40	91	33	101
SAOUHSC_00488	NC_007795.1	486774	487706	+	933	114	4	67	90	70	39	163
SAOUHSC_00489	NC_007795.1	487922	488725	+	804	17	0	4	0	2	0	0
SAOUHSC_00490	NC_007795.1	488703	489068	+	366	3	0	0	6	0	0	11
SAOUHSC_00491	NC_007795.1	489065	489541	+	477	11	2	2	6	2	10	21
SAOUHSC_00492	NC_007795.1	489935	490027	+	93	1	0	10	1	3	1	12
SAOUHSC_00493	NC_007795.1	490080	491567	+	1488	224	96	347	243	186	230	402
SAOUHSC_R00016	NC_007795.1	492125	492239	+	115	0	0	0	0	0	0	0
SAOUHSC_T00059	NC_007795.1	492252	492327	+	76	40	1	0	12	14	0	24
SAOUHSC_T00053	NC_007795.1	492344	492419	+	76	90	1	5	52	63	14	195
SAOUHSC_T00035	NC_007795.1	492426	492498	+	73	146	0	5	82	117	28	375
SAOUHSC_T00021	NC_007795.1	492532	492606	+	75	114	1	5	83	101	30	323
SAOUHSC_T00030	NC_007795.1	492614	492702	+	89	86	7	6	86	101	23	288
SAOUHSC_T0004	NC_007795.1	492708	492784	+	77	64	7	6	102	88	8	198
SAOUHSC_T00044	NC_007795.1	492805	492878	+	74	39	2	0	68	72	4	100
SAOUHSC_T0001	NC_007795.1	492902	492977	+	76	31	4	0	29	33	1	45
SAOUHSC_R0002	NC_007795.1	493099	494653	+	1555	53	34	47	45	83	60	66
SAOUHSC_R0007	NC_007795.1	495018	497940	+	2923	153	85	480	264	145	110	19
SAOUHSC_R00012	NC_007795.1	498013	498127	+	115	0	0	0	0	0	0	0
SAOUHSC_00497	NC_007795.1	498652	500034	-	1383	3	4	0	7	12	4	11
SAOUHSC_00499	NC_007795.1	500138	501025	+	888	159	38	198	239	76	52	233
SAOUHSC_00500	NC_007795.1	501029	501589	+	561	1207	126	388	441	195	121	578
SAOUHSC_00501	NC_007795.1	501797	503011	-	1215	62	4	2	16	8	11	60
SAOUHSC_00502	NC_007795.1	503169	503630	+	462	785	377	720	466	511	294	1833
SAOUHSC_00503	NC_007795.1	503727	504215	+	489	5713	768	1395	3259	3367	1111	12923
SAOUHSC_00504	NC_007795.1	504205	505212	+	1008	3220	665	940	1579	1847	715	6144
SAOUHSC_00505	NC_007795.1	505226	507682	+	2457	13787	5804	6161	25044	24887	10259	16004
SAOUHSC_00507	NC_007795.1	508167	509531	+	1365	172	16	42	171	105	36	262
SAOUHSC_00508	NC_007795.1	509574	510629	+	1056	19	31	27	78	62	14	156
SAOUHSC_00509	NC_007795.1	511186	512640	+	1455	782	70	145	243	326	171	186
SAOUHSC_00510	NC_007795.1	513063	513710	+	648	148	4	44	28	40	43	167
SAOUHSC_00511	NC_007795.1	513694	515094	+	1401	850	100	228	204	379	675	1507
SAOUHSC_00512	NC_007795.1	515087	515491	+	405	120	78	72	142	228	248	562
SAOUHSC_00513	NC_007795.1	515499	516245	+	747	1347	114	235	393	461	349	1691
SAOUHSC_00514	NC_007795.1	516245	516769	+	525	390	38	191	64	112	107	501
SAOUHSC_00515	NC_007795.1	516850	517419	+	570	25	33	56	12	10	12	58
SAOUHSC_00516	NC_007795.1	517733	517915	+	183	8	4	0	2	7	0	18
SAOUHSC_00517	NC_007795.1	517928	518476	+	549	211	35	68	71	154	113	332
SAOUHSC_00518	NC_007795.1	518657	519079	+	423	1151	117	179	608	790	425	1751
SAOUHSC_00519	NC_007795.1	519287	519979	+	693	1313	126	670	609	741	413	2609
SAOUHSC_00520	NC_007795.1	520251	520751	+	501	183	16	130	110	123	142	573
SAOUHSC_00521	NC_007795.1	520794	521162	+	369	220	12	61	95	116	150	97
SAOUHSC_00523	NC_007795.1	521337	521945	+	609	45	0	36	16	24	18	52
SAOUHSC_00524	NC_007795.1	522160	525711	+	3552	44920	10074	12100	11864	19671	18808	62120
SAOUHSC_00525	NC_007795.1	525875	529471	+	3597	68957	16537	19887	13875	28328	29100	76539
SAOUHSC_00526	NC_007795.1	529608	529862	+	255	409	468	377	94	463	410	673
SAOUHSC_00527	NC_007795.1	529960	530373	+	414	818	168	273	996	937	374	1416
SAOUHSC_00528	NC_007795.1	530439	530909	+	471	2058	383	309	1360	1672	525	1316
SAOUHSC_00529	NC_007795.1	531032	533113	+	2082	21403	3626	4955	28743	16252	5409	31106
SAOUHSC_00530	NC_007795.1	533330	534514	+	1185	31823	4377	7578	31630	21322	7800	32843
SAOUHSC_00531	NC_007795.1	534796	535971	-	1176	125	10	59	24	44	24	137
SAOUHSC_00532	NC_007795.1	536142	537329	+	1188	621	48	185	194	179	96	1103
SAOUHSC_00533	NC_007795.1	537595	538473	+	879	107	14	157	30	26	69	354
SAOUHSC_00534	NC_007795.1	538632	540269	+	1638	37	1	6	2	20	11	39
SAOUHSC_00535	NC_007795.1	540483	541448	+	966	3248	48	34	264	178	50	900
SAOUHSC_00536	NC_007795.1	541783	542859	+	1077	186	1	24	27	23	37	197
SAOUHSC_00537	NC_007795.1	542832	543005	+	174	11	0	0	0	1	9	8
SAOUHSC_00538	NC_007795.1	543109	543792	+	684	18	0	16	3	6	1	4
SAOUHSC_00539	NC_007795.1	543908	544570	-	663	8	0	3	8	29	4	42
SAOUHSC_00540	NC_007795.1	544563	545180	-	618	1	0	7	0	1	1	11
SAOUHSC_00541	NC_007795.1	545247	545717	+	471	14	0	11	2	6	10	29
SAOUHSC_00542	NC_007795.1	545864	546733	+	870	10	2	32	10	16	16	41
SAOUHSC_00543	NC_007795.1	546754	547320	+	567	13	0	14	2	4	10	16
SAOUHSC_A00526	NC_007795.1	547608	547865	-	258	0	0	0	1	1	0	0
SAOUHSC_00544	NC_007795.1	547751	550738	+	2988	529	78	24	1025	1084	479	259
SAOUHSC_00545	NC_007795.1	551105	555154	+	4050	1289	105	18	1237	1186	1069	354
SAOUHSC_00547	NC_007795.1	555273	556745	+	1473	3	0	1	11	12	7	10
SAOUHSC_00548	NC_007795.1	556869	558359	-	1491	211	106	339	176	170	146	819
SAOUHSC_00549	NC_007795.1	558641	559519	-	879	593	108	154	161	578	470	719
SAOUHSC_00550	NC_007795.1	559532	560197	-	666	299	44	184	114	212	216	797
SAOUHSC_00551	NC_007795.1	560211	560573	-	363	956	109	291	186	581	648	2044
SAOUHSC_00552	NC_007795.1	560849	561607	+	759	99	48	193	52	109	65	81
SAOUHSC_00553	NC_007795.1	561684	562316	+	633	1111	82	270	330	333	232	279
SAOUHSC_00554	NC_007795.1	562318	562866	+	549	1492	151	582	900	691	850	437
SAOUHSC_00555	NC_007795.1	562979	563626	+	648	198	69	14	32	26	24	138
SAOUHSC_00556	NC_007795.1	564128	565528	+	1401	1014	400	91	82	125	142	688
SAOUHSC_00557	NC_007795.1	566072	567448	+	1377	21	63	72	7	50	25	146
SAOUHSC_00558	NC_007795.1	567450	568589	+	1140	252	273	160	366	226	124	1347
SAOUHSC_00559	NC_007795.1	568564	568929	+	366	6	51	88	10	0	21	226
SAOUHSC_00560	NC_007795.1	568932	569201	+	270	2	125	107	13	4	26	443
SAOUHSC_00561	NC_007795.1	569402	569569	-	168	4593	50015	128039	5630	2748	8254	75912
SAOUHSC_00562	NC_007795.1	570076	570906	-	831	201	33	46	97	83	88	190
SAOUHSC_00564	NC_007795.1	571090	571746	+	657	7	3	16	28	20	10	56
SAOUHSC_00565	NC_007795.1	571747	572127	+	381	10	0	4	3	2	10	14
SAOUHSC_00567	NC_007795.1	572260	572628	+	369	9	0	0	0	0	0	0
SAOUHSC_00569	NC_007795.1	572749	574233	+	1485	110	64	42	175	158	100	89
SAOUHSC_00571	NC_007795.1	574375	574827	-	453	50	51	9	40	115	71	17
SAOUHSC_00572	NC_007795.1	574840	575490	-	651	62	59	69	16	32	28	87
SAOUHSC_00573	NC_007795.1	576153	576905	-	753	179	24	44	90	106	100	304
SAOUHSC_00574	NC_007795.1	577073	578059	+	987	497	97	191	515	331	105	2131
SAOUHSC_00575	NC_007795.1	578134	578898	+	765	182	53	345	90	74	42	2866
SAOUHSC_00577	NC_007795.1	579485	580405	+	921	9	16	24	28	6	12	18
SAOUHSC_00578	NC_007795.1	580410	581393	+	984	90	84	64	60	57	24	92
SAOUHSC_00579	NC_007795.1	581406	582482	+	1077	104	26	33	20	15	28	74
SAOUHSC_00580	NC_007795.1	582659	583000	+	342	6	0	26	4	0	4	10
SAOUHSC_00581	NC_007795.1	583052	584374	-	1323	269	9	1198	51	68	102	306
SAOUHSC_00582	NC_007795.1	584361	584777	-	417	7	0	132	2	20	2	4
SAOUHSC_00583	NC_007795.1	584859	584960	+	102	0	1	0	0	0	0	0
SAOUHSC_00584	NC_007795.1	585426	586835	+	1410	4	9	11	1	4	8	18
SAOUHSC_00585	NC_007795.1	586908	587465	+	558	0	0	0	0	0	0	0
SAOUHSC_00586	NC_007795.1	587591	588232	+	642	1	0	2	0	0	0	0
SAOUHSC_00587	NC_007795.1	588392	588937	+	546	0	0	35	1	1	0	0
SAOUHSC_00588	NC_007795.1	589012	589641	+	630	0	0	6	0	0	0	0
SAOUHSC_00589	NC_007795.1	589698	589814	+	117	0	0	0	0	1	0	0
SAOUHSC_00591	NC_007795.1	589837	590430	+	594	0	0	6	2	0	2	0
SAOUHSC_00592	NC_007795.1	590589	591230	+	642	1	0	14	2	6	6	0
SAOUHSC_00596	NC_007795.1	592358	592987	+	630	0	0	23	0	0	0	0
SAOUHSC_00598	NC_007795.1	593183	593752	+	570	0	0	1	0	0	1	2
SAOUHSC_00599	NC_007795.1	593789	594424	+	636	0	0	6	0	0	0	0
SAOUHSC_00600	NC_007795.1	594375	594635	+	261	0	0	40	0	0	0	0
SAOUHSC_00602	NC_007795.1	594659	595285	+	627	0	1	29	2	0	1	1
SAOUHSC_00603	NC_007795.1	595555	596493	+	939	270	88	197	341	288	111	231
SAOUHSC_00604	NC_007795.1	596704	597240	+	537	116	8	24	44	52	13	177
SAOUHSC_00605	NC_007795.1	597409	597885	+	477	4	0	2	1	4	1	0
SAOUHSC_00606	NC_007795.1	597925	599220	+	1296	81	4	21	16	42	15	156
SAOUHSC_00607	NC_007795.1	599248	599769	+	522	0	0	0	0	4	0	0
SAOUHSC_00608	NC_007795.1	600268	601278	+	1011	403	150	552	271	117	99	1280
SAOUHSC_00609	NC_007795.1	601353	601460	+	108	0	0	3	0	0	0	0
SAOUHSC_00610	NC_007795.1	601586	601969	+	384	0	0	3	4	0	0	0
SAOUHSC_00611	NC_007795.1	601966	603627	+	1662	32	24	37	58	23	27	136
SAOUHSC_00612	NC_007795.1	604016	604651	+	636	8	1	0	7	4	0	4
SAOUHSC_00613	NC_007795.1	605090	605917	+	828	4	4	6	6	2	3	14
SAOUHSC_00614	NC_007795.1	606065	607015	+	951	46	0	49	24	31	1	38
SAOUHSC_00615	NC_007795.1	607070	607789	+	720	6	0	2	4	12	2	37
SAOUHSC_00616	NC_007795.1	607773	608573	+	801	18	12	0	2	49	26	93
SAOUHSC_00617	NC_007795.1	608709	609215	+	507	179	112	258	244	278	116	634
SAOUHSC_00618	NC_007795.1	609377	610093	+	717	115	24	136	33	35	45	25
SAOUHSC_00619	NC_007795.1	610262	611050	+	789	42	8	50	0	12	0	11
SAOUHSC_00620	NC_007795.1	611301	611675	-	375	24	0	9	0	7	18	0
SAOUHSC_00621	NC_007795.1	612623	613516	-	894	11	14	0	12	30	18	40
SAOUHSC_00622	NC_007795.1	613747	614088	-	342	7	0	0	0	0	1	4
SAOUHSC_00624	NC_007795.1	614350	614910	+	561	0	0	0	2	2	4	0
